en-de	gold	0	(PERSON2) Ja, das ist das einzige, was ich für positive Einschränkungen getan habe.	( PERSON2 ) Ja , das ist das einzige , was ich für positive Einschränkungen getan habe . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK
en-fa	gold	547	از آغاز تا سال مالی ۲۰۱۷، بودجه NIGMS SBIR / STTR بالغ بر ۱ میلیارد دلار بود.	از آغاز تا سال مالی ۲۰۱۷ ، بودجه NIGMS SBIR / STTR بالغ بر ۱ میلیارد دلار بود . <EOS>	OK BAD OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK OK OK OK OK
en-fa	gold	548	منبع اولیه چنین اطلاعاتی، بررسی کنندگان گذشته اعتبارات SBIR / STTR بوده است که در اغلب موارد نرخ های پاسخ بسیار پایینی (Onken، آراگون، & Calcagno، ۲۰۱۹)، و موسسات ملی بهداشت، دفتر تحقیقات extramural، ۲۰۰۳) وجود دارد.	منبع اولیه چنین اطلاعاتی ، بررسی کنندگان گذشته اعتبارات SBIR / STTR بوده است که در اغلب موارد نرخ های پاسخ بسیار پایینی ( Onken ، آراگون ، &amp; Calcagno ، ۲۰۱۹ ) ، و موسسات ملی بهداشت ، دفتر تحقیقات extramural ، ۲۰۰۳ ) وجود دارد . <EOS>	OK BAD OK OK BAD BAD OK BAD BAD OK OK OK BAD OK OK OK BAD OK OK BAD BAD BAD BAD OK BAD OK OK BAD BAD BAD OK BAD BAD BAD BAD BAD OK OK OK OK OK BAD OK BAD OK BAD BAD OK OK
en-fa	gold	549	در این مقاله به جای بررسی, ما بر پایگاه داده های موجود به عنوان منبع اصلی اطلاعات برای بررسی پیامدهای of SBIR / STTR تکیه می کنیم.	در این مقاله به جای بررسی , ما بر پایگاه داده های موجود به عنوان منبع اصلی اطلاعات برای بررسی پیامدهای of SBIR / STTR تکیه می کنیم . <EOS>	OK OK OK BAD OK OK BAD OK BAD OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK OK OK OK OK OK OK
en-fa	gold	550	هر یک از این شاخص ها با جزییات بیشتر در بخش ۲ توضیح داده می شود, و مقایسه با سایر SBIR / STTR و داده های تجاری کوچک در بخش ۳.۰. ارایه شده است.*	هر یک از این شاخص ها با جزییات بیشتر در بخش ۲ توضیح داده می شود , و مقایسه با سایر SBIR / STTR و داده های تجاری کوچک در بخش ۳.۰ . ارایه شده است . * <EOS>	OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD OK OK BAD BAD BAD OK OK OK OK OK OK OK OK OK OK BAD OK OK OK BAD BAD BAD OK OK OK BAD OK
en-fa	gold	551	تحقیقات قبلی نشان داده اند که فعالیت حق ثبت برای معیارهای دقیق تر نوآوری جایگزین مناسبی برای عملکرد اقتصادی و اقتصادی است.	تحقیقات قبلی نشان داده اند که فعالیت حق ثبت برای معیارهای دقیق تر نوآوری جایگزین مناسبی برای عملکرد اقتصادی و اقتصادی است . <EOS>	OK OK OK OK BAD OK OK BAD OK BAD BAD OK OK OK BAD BAD OK OK BAD OK OK OK BAD OK
en-fa	gold	552	در حالی که تعداد citations رو به جلو در بسیاری از مطالعات گذشته برای اندازه گیری ارزش اقتصادی و یا تاثیر اختراع مورد استفاده قرار گرفته است، چندین محقق به محدودیت های این اندازه گیری اشاره کرده اند.	در حالی که تعداد citations رو به جلو در بسیاری از مطالعات گذشته برای اندازه گیری ارزش اقتصادی و یا تاثیر اختراع مورد استفاده قرار گرفته است ، چندین محقق به محدودیت های این اندازه گیری اشاره کرده اند . <EOS>	OK OK OK OK BAD OK BAD BAD OK OK OK OK BAD OK OK OK OK OK BAD OK BAD OK OK OK OK OK OK OK BAD BAD BAD OK OK OK BAD BAD BAD OK OK OK OK
en-fa	gold	553	ادغام یا اکتساب یک grantee سابق نشانه این است که شرکت در توسعه دارایی و یا محصولات فکری موفق بوده است.	ادغام یا اکتساب یک grantee سابق نشانه این است که شرکت در توسعه دارایی و یا محصولات فکری موفق بوده است . <EOS>	OK OK BAD OK BAD OK BAD BAD OK OK BAD OK OK BAD BAD OK OK BAD OK OK OK OK OK
en-fa	gold	554	Crunchbase یک سرویس crowd است که اطلاعات مربوط به شرکت ها، سرمایه گذاری ها، رونده ای صنعت، و اخبار مربوط به شرکت های دولتی و خصوصی را تامین می کند.	Crunchbase یک سرویس crowd است که اطلاعات مربوط به شرکت ها ، سرمایه گذاری ها ، رونده ای صنعت ، و اخبار مربوط به شرکت های دولتی و خصوصی را تامین می کند . <EOS>	OK OK OK BAD OK OK BAD BAD BAD OK OK OK OK OK OK OK BAD BAD OK BAD OK OK OK OK OK OK OK OK OK BAD BAD OK BAD OK OK
en-fa	gold	555	استخراج متن فهرست منافع دولت به ثبت امتیاز ۲۹۹ حق امتیاز مربوط به حمایت از کمک بلاعوض NIGMS / STTR اشاره دارد.	استخراج متن فهرست منافع دولت به ثبت امتیاز ۲۹۹ حق امتیاز مربوط به حمایت از کمک بلاعوض NIGMS / STTR اشاره دارد . <EOS>	OK OK BAD OK OK BAD OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK BAD OK BAD BAD OK OK
en-fa	gold	556	تعداد کمی از این مطالعات - عمدتاً مطالعات singlesector یا گزارش توسط انجمن های صنعتی وجود دارد و برآوردها تا حد زیادی با حوزه فن آوری متفاوت هستند.	تعداد کمی از این مطالعات - عمدتاً مطالعات singlesector یا گزارش توسط انجمن های صنعتی وجود دارد و برآوردها تا حد زیادی با حوزه فن آوری متفاوت هستند . <EOS>	BAD BAD BAD BAD BAD OK BAD OK BAD OK OK BAD OK OK OK BAD BAD OK BAD BAD BAD BAD BAD BAD BAD BAD OK BAD OK OK
en-fa	gold	557	هزینه R &amp; D برای هر اختراع ۴.۵ میلیون دلار بود.	هزینه R &amp; amp ; D برای هر اختراع ۴.۵ میلیون دلار بود . <EOS>	BAD BAD BAD BAD BAD BAD OK OK BAD OK OK OK OK OK OK
en-fa	gold	558	هنگامی که این تکرارها حذف شدند، ۳۷۷۶ ثبت اختراع منحصر به فرد وجود داشت که به یک یا چند اختراع ثبت شده SBIR / STTR اشاره می کرد که به طور متوسط ۱۱ امتیاز انحصاری برای هر ثبت اختراع ثبت شده برای هر اختراع SBIR / STTR را نشان می داد.	هنگامی که این تکرارها حذف شدند ، ۳۷۷۶ ثبت اختراع منحصر به فرد وجود داشت که به یک یا چند اختراع ثبت شده SBIR / STTR اشاره می کرد که به طور متوسط ۱۱ امتیاز انحصاری برای هر ثبت اختراع ثبت شده برای هر اختراع SBIR / STTR را نشان می داد . <EOS>	OK OK OK BAD BAD OK OK OK BAD BAD OK OK OK OK OK OK BAD OK OK OK OK OK OK BAD OK OK BAD BAD BAD BAD OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK OK OK BAD BAD BAD BAD OK OK
en-fa	gold	559	وضعیت برای شرکت های ۱۱۶۰ (۹۷ درصد) در حداقل یکی از این منابع اطلاعاتی در دسترس بود، و وضعیت از حداقل دو منبع برای ۹۰۰ شرکت (۷۵ درصد) موجود بود.	وضعیت برای شرکت های ۱۱۶۰ ( ۹۷ درصد ) در حداقل یکی از این منابع اطلاعاتی در دسترس بود ، و وضعیت از حداقل دو منبع برای ۹۰۰ شرکت ( ۷۵ درصد ) موجود بود . <EOS>	OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK OK BAD OK OK BAD BAD OK OK OK OK OK OK OK OK OK BAD OK OK OK
en-fa	gold	560	منحنی های بقای شرکت های فعال و آن هایی که فعال هستند، یا با یک شرکت دیگر ادغام شده، در شکل ۷ نشان داده شده اند و در مقایسه با منحنی بقا همه شرکت های کوچک در ایالات متحده ارائه شده توسط اداره تجارت کوچک ایالات متحده.	منحنی های بقای شرکت های فعال و آن هایی که فعال هستند ، یا با یک شرکت دیگر ادغام شده ، در شکل ۷ نشان داده شده اند و در مقایسه با منحنی بقا همه شرکت های کوچک در ایالات متحده ارائه شده توسط اداره تجارت کوچک ایالات متحده . <EOS>	OK OK OK BAD BAD OK OK BAD BAD OK OK BAD BAD OK BAD OK OK OK BAD BAD OK OK OK OK OK OK OK BAD OK BAD BAD BAD OK OK BAD BAD BAD OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD OK OK
en-fa	gold	561	داده های اضافی از دفتر آمار نیروی کار نشان می دهد که بقا در صنعت خدمات فنی، علمی، و فنی از نرخ بقا همه شرکت های خصوصی تفاوت چندانی ندارد (اداره آمار کار، ۲۰۱۷).	داده های اضافی از دفتر آمار نیروی کار نشان می دهد که بقا در صنعت خدمات فنی ، علمی ، و فنی از نرخ بقا همه شرکت های خصوصی تفاوت چندانی ندارد ( اداره آمار کار ، ۲۰۱۷ ) . <EOS>	OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK BAD OK OK BAD OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK BAD OK OK OK OK OK OK OK
en-fa	gold	562	نتایج این تحقیق شامل چندین معیار نوآوری، تجاری سازی، و بقای کسب وکار بود که دریافت کنندگان سرمایه از NIGMS بودند.	نتایج این تحقیق شامل چندین معیار نوآوری ، تجاری سازی ، و بقای کسب وکار بود که دریافت کنندگان سرمایه از NIGMS بودند . <EOS>	OK OK OK OK BAD BAD OK OK OK OK BAD OK OK BAD BAD BAD BAD OK BAD BAD OK OK BAD OK OK
en-fa	gold	563	استفاده از داده های موجود اجازه پوشش کامل همه شرکت ها را می دهد، اما به طور مشابه از داده های از دست رفته رنج می برد.	استفاده از داده های موجود اجازه پوشش کامل همه شرکت ها را می دهد ، اما به طور مشابه از داده های از دست رفته رنج می برد . <EOS>	OK OK OK OK OK BAD OK OK OK OK OK OK BAD BAD OK OK OK BAD BAD OK OK OK OK OK OK OK OK OK OK OK
en-fa	gold	564	رویکرد ما برای شناسایی patents یک روش محافظه کارانه تر است، طراحی شده برای اطمینان از اینکه نسبت دادن بودجه به NIGMS تنها زمانی رخ می دهد که NIGMS مستقیماً توسط مخترع تایید شده است.	رویکرد ما برای شناسایی patents یک روش محافظه کارانه تر است ، طراحی شده برای اطمینان از اینکه نسبت دادن بودجه به NIGMS تنها زمانی رخ می دهد که NIGMS مستقیماً توسط مخترع تایید شده است . <EOS>	OK OK OK OK BAD BAD BAD OK OK OK OK OK BAD OK BAD OK BAD BAD BAD BAD OK BAD OK OK OK BAD OK BAD OK OK OK OK OK BAD OK BAD OK OK
en-fa	gold	565	علاوه بر معیارهای ثبت اختراع, انتقال یک شرکت از فاز i به فاز ii فاز دوم به عنوان شاخصی برای بقا و توانایی یک شرکت برای تلاش های تجاری سازی بیشتر در نظر گرفته شد.	علاوه بر معیارهای ثبت اختراع , انتقال یک شرکت از فاز i به فاز ii فاز دوم به عنوان شاخصی برای بقا و توانایی یک شرکت برای تلاش های تجاری سازی بیشتر در نظر گرفته شد . <EOS>	OK OK OK BAD OK BAD OK OK OK OK OK BAD OK OK BAD BAD BAD OK OK BAD OK OK OK OK OK OK BAD OK BAD OK OK OK OK OK OK OK OK OK
en-fa	gold	566	این شاخص ها، در حالی که مدرک مستقیمی از تجاری سازی فن آوری در بازار ندارند، به این حقیقت اشاره می کنند که برنامه NIGMS / STTR در توسعه پتانسیل تجاری تکنولوژی های پشتیبانی شده توسط کمک های مالی موفق بوده است.	این شاخص ها ، در حالی که مدرک مستقیمی از تجاری سازی فن آوری در بازار ندارند ، به این حقیقت اشاره می کنند که برنامه NIGMS / STTR در توسعه پتانسیل تجاری تکنولوژی های پشتیبانی شده توسط کمک های مالی موفق بوده است . <EOS>	OK OK OK OK OK OK OK BAD OK BAD OK OK BAD BAD OK OK BAD OK OK OK BAD OK BAD BAD OK OK OK BAD OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK
